"Television, Video, and Film Camera Operators and Editors",مشغلي ومحرري كاميرات التلفزيون والفيديو والأفلام
"Camera Operators, Television, Video, and Film",مشغلي الكاميرات والتلفزيون والفيديو والأفلام
Film and Video Editors,محررو الأفلام والفيديو
"Media and Communication Equipment Workers, All Other",عمال معدات الإعلام والاتصالات، جميع الآخرين
Healthcare Practitioners and Technical Occupations,ممارسو الرعاية الصحية والمهن الفنية
Healthcare Diagnosing or Treating Practitioners,تشخيص الرعاية الصحية أو علاج الممارسين
Chiropractors,تقويم العمود الفقري
Dentists,اطباء الاسنان
"Dentists, General",أطباء الأسنان، عام
Oral and Maxillofacial Surgeons,جراحو الفم والوجه والفكين
Orthodontists,أخصائيو تقويم الأسنان
Prosthodontists,أخصائيو التعويضات السنية
"Dentists, All Other Specialists",أطباء الأسنان، جميع المتخصصين الآخرين
Dietitians and Nutritionists,أخصائيو التغذية وأخصائيو التغذية
Optometrists,أخصائيو البصريات
Pharmacists,الصيادله
Physician Assistants,مساعدو الأطباء
Podiatrists,أطباء الأقدام
Therapists,المعالجون
Occupational Therapists,أخصائيو العلاج الوظيفي
Physical Therapists,أخصائيو العلاج الطبيعي
Radiation Therapists,أخصائيو العلاج الإشعاعي
Recreational Therapists,المعالجون الترفيهيون
Respiratory Therapists,أخصائيو العلاج التنفسي
Speech-Language Pathologists,أخصائيو أمراض النطق واللغة
Exercise Physiologists,فسيولوجيا التمارين الرياضية
"Therapists, All Other",المعالجون، كل شيء آخر
Veterinarians,الاطباء البيطريين
Registered Nurses,الممرضات المسجلات
Nurse Anesthetists,ممرضة تخدير
Nurse Midwives,ممرضة قابلات
Nurse Practitioners,الممرضات الممارسات
Audiologists,أخصائيو السمع
Physicians,أطباء
Anesthesiologists,أطباء التخدير
Cardiologists,أطباء القلب
Dermatologists,الامراض الجلديه
Emergency Medicine Physicians,أطباء طب الطوارئ
Family Medicine Physicians,أطباء طب الأسرة
General Internal Medicine Physicians,أطباء الباطنة العامة
Neurologists,أطباء الأعصاب
Obstetricians and Gynecologists,أطباء النساء والتوليد
"Pediatricians, General",أطباء الأطفال، عام
"Physicians, Pathologists","الأطباء, أخصائيو علم الأمراض"
Psychiatrists,الاطباء النفسيين
Radiologists,الاشعه
"Physicians, All Other",الأطباء، كل ما عدا ذلك
Surgeons,الجراحين
"Ophthalmologists, Except Pediatric",أطباء العيون، باستثناء طب الأطفال
"Orthopedic Surgeons, Except Pediatric",جراحو العظام، باستثناء طب الأطفال
Pediatric Surgeons,جراحو الأطفال
"Surgeons, All Other",الجراحون، كل ما عدا ذلك
Miscellaneous Healthcare Diagnosing or Treating Practitioners,تشخيص أو علاج الممارسين في مجال الرعاية الصحية المتنوعة
Acupuncturists,أخصائيو الوخز بالإبر
Dental Hygienists,أخصائيو صحة الأسنان
"Healthcare Diagnosing or Treating Practitioners, All Other",تشخيص الرعاية الصحية أو علاج الممارسين ، كل ما عدا ذلك
Health Technologists and Technicians,تقنيو وفنيو الصحة
Clinical Laboratory Technologists and Technicians,تقنيو وفنيو المختبرات السريرية
Diagnostic Related Technologists and Technicians,التقنيون والفنيون ذوو الصلة بالتشخيص
Cardiovascular Technologists and Technicians,تقنيو وفنيو القلب والأوعية الدموية
Diagnostic Medical Sonographers,أخصائيو التصوير بالموجات فوق الصوتية الطبية التشخيصية
Nuclear Medicine Technologists,تقنيو الطب النووي
Radiologic Technologists and Technicians,تقنيو وفنيو الأشعة
Magnetic Resonance Imaging Technologists,تقنيو التصوير بالرنين المغناطيسي
Medical Dosimetrists,أخصائيو قياس الجرعات الطبية
Emergency Medical Technicians and Paramedics,فنيو الطوارئ الطبية والمسعفون
Emergency Medical Technicians,فنيو الطوارئ الطبية
Paramedics,المسعفين
Health Practitioner Support Technologists and Technicians,تقنيو وفنيو دعم الممارسين الصحيين
Dietetic Technicians,فنيو التغذية
Pharmacy Technicians,فنيو الصيدلة
Psychiatric Technicians,فنيو الطب النفسي
Surgical Technologists,تقنيو الجراحة
Veterinary Technologists and Technicians,تقنيون وفنيون بيطريون
Ophthalmic Medical Technicians,فنيو طب العيون
Licensed Practical and Licensed Vocational Nurses,ممرضات مهنيات عمليات مرخصات ومرخصات
Medical Records Specialists,أخصائيو السجلات الطبية
"Opticians, Dispensing","أخصائيو البصريات, الاستغناء"
Miscellaneous Health Technologists and Technicians,تقنيون وفنيون صحيون متنوعون
Orthotists and Prosthetists,أخصائيو تقويم العظام والأطراف الاصطناعية
Hearing Aid Specialists,أخصائيو السمع
"Health Technologists and Technicians, All Other",تقنيو وفنيو الصحة، كل ما عدا ذلك
Other Healthcare Practitioners and Technical Occupations,ممارسو الرعاية الصحية الآخرون والمهن الفنية
Health Information Technologists and Medical Registrars,تقنيو المعلومات الصحية والمسجلون الطبيون
Miscellaneous Health Practitioners and Technical Workers,ممارسون صحيون متنوعون وعاملون فنيون
Athletic Trainers,المدربون الرياضيون
Genetic Counselors,مستشارو الوراثة
Surgical Assistants,المساعدون الجراحيون
"Healthcare Practitioners and Technical Workers, All Other",ممارسو الرعاية الصحية والعاملون الفنيون، وغيرهم
Healthcare Support Occupations,مهن دعم الرعاية الصحية
"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",الصحة المنزلية ومساعدي العناية الشخصية ؛ ومساعدي التمريض والنظاميين والمساعدين النفسيين
Home Health and Personal Care Aides,الصحة المنزلية ومساعدو العناية الشخصية
"Nursing Assistants, Orderlies, and Psychiatric Aides",مساعدو التمريض والمنظمون والمساعدون النفسيون
Nursing Assistants,مساعدو التمريض
Orderlies,الحجاب
Psychiatric Aides,المساعدون النفسيون
Occupational Therapy and Physical Therapist Assistants and Aides,مساعدو ومساعدو العلاج الوظيفي والعلاج الطبيعي
Occupational Therapy Assistants and Aides,مساعدو ومساعدو العلاج الوظيفي
Occupational Therapy Assistants,مساعدو العلاج الوظيفي
Occupational Therapy Aides,مساعدو العلاج الوظيفي
Physical Therapist Assistants and Aides,مساعدو ومساعدو أخصائي العلاج الطبيعي
Physical Therapist Assistants,مساعدو العلاج الطبيعي
Physical Therapist Aides,مساعدو العلاج الطبيعي
Other Healthcare Support Occupations,مهن دعم الرعاية الصحية الأخرى
Massage Therapists,معالجو التدليك
Miscellaneous Healthcare Support Occupations,مهن متنوعة لدعم الرعاية الصحية
Dental Assistants,مساعدو طب الأسنان
Medical Assistants,المساعدون الطبيون
Medical Equipment Preparers,معدو المعدات الطبية
Medical Transcriptionists,الناسخون الطبيون
Pharmacy Aides,مساعدو الصيدلة
Veterinary Assistants and Laboratory Animal Caretakers,المساعدون البيطريون ومقدمو الرعاية لحيوانات المختبر
Phlebotomists,علماء الفصد
"Healthcare Support Workers, All Other",العاملون في مجال دعم الرعاية الصحية، كل ما عدا ذلك
Protective Service Occupations,مهن الخدمات الوقائية
Supervisors of Protective Service Workers,المشرفون على عمال الخدمات الوقائية
First-Line Supervisors of Law Enforcement Workers,مشرفو الخط الأول على الموظفين المكلفين بإنفاذ القانون
First-Line Supervisors of Correctional Officers,مشرفو الخط الأول على موظفي الإصلاحيات
First-Line Supervisors of Police and Detectives,مشرفو الخط الأول للشرطة والمحققين
First-Line Supervisors of Firefighting and Prevention Workers,مشرفو الخط الأول من عمال مكافحة الحرائق والوقاية منها
"Miscellaneous First-Line Supervisors, Protective Service Workers",مشرفو الخط الأول المتنوعون، عمال خدمات الحماية
First-Line Supervisors of Security Workers,مشرفو الخط الأول على عمال الأمن
"First-Line Supervisors of Protective Service Workers, All Other",مشرفو الخط الأول على عمال الخدمات الوقائية، وجميعهم
Firefighting and Prevention Workers,عمال مكافحة الحرائق والوقاية منها
Firefighters,رجال الاطفاء
Fire Inspectors,مفتشو الإطفاء
Fire Inspectors and Investigators,مفتشو الحرائق والمحققون
Forest Fire Inspectors and Prevention Specialists,مفتشو حرائق الغابات وأخصائيو الوقاية منها
Law Enforcement Workers,العاملون في مجال إنفاذ القانون
"Bailiffs, Correctional Officers, and Jailers",المحضرون وموظفو الإصلاحيات والسجانون
Bailiffs,المحضرون
Correctional Officers and Jailers,ضباط الإصلاحيات والسجانين
Detectives and Criminal Investigators,المحققون والمحققون الجنائيون
Fish and Game Wardens,الأسماك وحراس اللعبة
Parking Enforcement Workers,عمال إنفاذ قوانين وقوف السيارات
Police Officers,ضباط الشرطة
Police and Sheriff's Patrol Officers,الشرطة وضباط دوريات المأمور
Transit and Railroad Police,شرطة النقل والسكك الحديدية
Other Protective Service Workers,عمال خدمات الحماية الآخرون
Animal Control Workers,عمال مراقبة الحيوانات
Private Detectives and Investigators,المحققون والمحققون الخاصون
Security Guards and Gambling Surveillance Officers,حراس الأمن وضباط مراقبة المقامرة
Gambling Surveillance Officers and Gambling Investigators,ضباط مراقبة المقامرة ومحققو المقامرة
Security Guards,حراس الأمن
Miscellaneous Protective Service Workers,عمال خدمات الحماية المتنوعة
Crossing Guards and Flaggers,حراس العبور والفلاجر
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",رجال الإنقاذ ودوريات التزلج وغيرهم من العاملين في خدمات الحماية الترفيهية
Transportation Security Screeners,أجهزة فحص أمن النقل
School Bus Monitors,مراقبو الحافلات المدرسية
"Protective Service Workers, All Other",عمال الخدمات الوقائية، كل ما عدا ذلك
Food Preparation and Serving Related Occupations,إعداد الطعام وخدمة المهن ذات الصلة
Supervisors of Food Preparation and Serving Workers,المشرفون على عمال إعداد الطعام وخدمته
Chefs and Head Cooks,الطهاة والطهاة الرئيسيون
First-Line Supervisors of Food Preparation and Serving Workers,مشرفو الخط الأول على عمال إعداد الطعام وخدمته
Cooks and Food Preparation Workers,الطهاة وعمال إعداد الطعام
Cooks,الطهاه
"Cooks, Fast Food","طهاة, وجبات سريعة"
"Cooks, Institution and Cafeteria",الطهاة والمؤسسات والكافتيريا
"Cooks, Private Household","طهاة, منزلي خاص"
"Cooks, Restaurant","طهاة, مطعم"
"Cooks, Short Order","الطهاة, طلب قصير"
"Cooks, All Other","الطهاة, كل شيء آخر"
Food Preparation Workers,عمال إعداد الطعام
Food and Beverage Serving Workers,عمال خدمة الأغذية والمشروبات
Bartenders,السقاه
Fast Food and Counter Workers,عمال الوجبات السريعة والكاونتر
Waiters and Waitresses,النوادل والنادلات
"Food Servers, Nonrestaurant","خوادم الطعام, غير المطاعم"
Other Food Preparation and Serving Related Workers,إعداد الطعام الأخرى وخدمة العمال ذوي الصلة
Dining Room and Cafeteria Attendants and Bartender Helpers,غرفة الطعام والكافتيريا المضيفين ومساعدي النادل
Dishwashers,غسالات الصحون
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",المضيفون والمضيفات والمطعم والصالة والمقهى
"Food Preparation and Serving Related Workers, All Other",إعداد الطعام وخدمة العمال ذوي الصلة ، وجميع العوامل الأخرى
Building and Grounds Cleaning and Maintenance Occupations,مهن تنظيف وصيانة المباني والأراضي
First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,مشرفو الخط الأول لعمال تنظيف وصيانة المباني والأراضي
First-Line Supervisors of Housekeeping and Janitorial Workers,مشرفو الخط الأول من عمال التدبير المنزلي وعمال النظافة
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",مشرفو الخط الأول على المناظر الطبيعية وخدمة العشب وعمال صيانة الأراضي
Building Cleaning and Pest Control Workers,عمال تنظيف المباني ومكافحة الحشرات
Building Cleaning Workers,عمال تنظيف المباني
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",عمال النظافة وعمال النظافة، باستثناء الخادمات ومنظفات التدبير المنزلي
Maids and Housekeeping Cleaners,الخادمات ومنظفات التدبير المنزلي
"Building Cleaning Workers, All Other",عمال تنظيف المباني، كل ما عدا ذلك
Pest Control Workers,عمال مكافحة الحشرات
Grounds Maintenance Workers,عمال صيانة الأراضي
Landscaping and Groundskeeping Workers,عمال تنسيق الحدائق وصيانة الأراضي
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",مناولة المبيدات الحشرية ، الرشاشات ، والتطبيقات ، الغطاء النباتي
Tree Trimmers and Pruners,شجرة تشذيب و Pruners
"Grounds Maintenance Workers, All Other",عمال صيانة الأراضي، كل ما عدا ذلك
Personal Care and Service Occupations,العناية الشخصية ومهن الخدمات
Supervisors of Personal Care and Service Workers,المشرفون على العاملين في مجال العناية الشخصية والخدمات
First-Line Supervisors of Entertainment and Recreation Workers,مشرفو الخط الأول على العاملين في مجال الترفيه والتسلية
First-Line Supervisors of Gambling Services Workers,مشرفو الخط الأول على عمال خدمات المقامرة
"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",مشرفو الخط الأول على عمال الترفيه والاستجمام، باستثناء خدمات المقامرة
First-Line Supervisors of Personal Service Workers,مشرفو الخط الأول على العاملين في الخدمة الشخصية
Animal Care and Service Workers,العاملون في مجال رعاية الحيوانات والخدمات
Animal Trainers,مدربو الحيوانات
Animal Caretakers,القائمون على رعاية الحيوانات
Entertainment Attendants and Related Workers,القائمون على الترفيه والعاملون ذوو الصلة
Gambling Services Workers,عمال خدمات المقامرة
Gambling Dealers,تجار المقامرة
Gambling and Sports Book Writers and Runners,كتاب وعدائين كتب المقامرة والرياضة
"Gambling Service Workers, All Other",عمال خدمات المقامرة، كل ما عدا ذلك
Motion Picture Projectionists,القائمون على عرض الصور المتحركة
"Ushers, Lobby Attendants, and Ticket Takers",المرشدون والحاضرون في اللوبي وحاملو التذاكر
Miscellaneous Entertainment Attendants and Related Workers,متفرقات من العاملين في مجال الترفيه والعمال ذوي الصلة
Amusement and Recreation Attendants,المرافقون للتسلية والترفيه
Costume Attendants,المرافقون في الأزياء
"Locker Room, Coatroom, and Dressing Room Attendants",غرفة خلع الملابس ، غرفة المعاطف ، ومضيفات غرفة الملابس
"Entertainment Attendants and Related Workers, All Other",العاملون في مجال الترفيه والعمال المرتبطون به ، كل ما عدا ذلك
Funeral Service Workers,عمال خدمة الجنازات
Embalmers and Crematory Operators,المحنطون ومشغلو المحارق
Embalmers,المحنطون
Crematory Operators,مشغلي محارق الجثث
Funeral Attendants,حضور الجنازات
"Morticians, Undertakers, and Funeral Arrangers",المورتيكيون والمتعهدون ومنظمو الجنازات
Personal Appearance Workers,عمال المظهر الشخصي
"Barbers, Hairdressers, Hairstylists and Cosmetologists",الحلاقون ومصففو الشعر ومصففو الشعر وأخصائيو التجميل
Barbers,الحلاقين
"Hairdressers, Hairstylists, and Cosmetologists",مصففي الشعر ومصففي الشعر وأخصائيي التجميل
Miscellaneous Personal Appearance Workers,عمال المظهر الشخصي المتنوع
"Makeup Artists, Theatrical and Performance",فنانو المكياج والمسرح والأداء
Manicurists and Pedicurists,أخصائيو تجميل الأظافر وأخصائيو العناية بالأقدام
Shampooers,الشامبو
Skincare Specialists,أخصائيو العناية بالبشرة
"Baggage Porters, Bellhops, and Concierges",حمالو الأمتعة وبيلهوبس والكونسيرج
Baggage Porters and Bellhops,حمالو الأمتعة وبيلهوبس
Concierges,الكونسيرج
Tour and Travel Guides,مرشدو السياحة والسفر
Other Personal Care and Service Workers,عمال العناية الشخصية والخدمات الآخرون
Childcare Workers,العاملون في مجال رعاية الأطفال
Recreation and Fitness Workers,عمال الترفيه واللياقة البدنية
Exercise Trainers and Group Fitness Instructors,مدربو التمارين الرياضية ومدربو اللياقة البدنية الجماعيون
Recreation Workers,عمال الترفيه
Residential Advisors,المستشارون السكنيون
"Personal Care and Service Workers, All Other",عمال العناية الشخصية والخدمات، كل ما عدا ذلك
Sales and Related Occupations,المبيعات والمهن ذات الصلة
First-Line Supervisors of Sales Workers,مشرفو الخط الأول على عمال المبيعات
First-Line Supervisors of Retail Sales Workers,مشرفو الخط الأول على عمال مبيعات التجزئة
First-Line Supervisors of Non-Retail Sales Workers,مشرفو الخط الأول على عمال المبيعات غير التابعين للبيع بالتجزئة
Retail Sales Workers,عمال مبيعات التجزئة
Cashiers,الصرافين
Cashiers,الصرافين
Gambling Change Persons and Booth Cashiers,المقامرة تغيير الأشخاص والصرافين كشك
Counter and Rental Clerks and Parts Salespersons,كاونتر وتأجير الكتبة ومندوبي مبيعات قطع الغيار
Counter and Rental Clerks,كاونتر وتأجير الكتبة
Parts Salespersons,مندوبو مبيعات قطع الغيار
Retail Salespersons,مندوبو مبيعات التجزئة
"Sales Representatives, Services","مندوبو المبيعات, الخدمات"
Advertising Sales Agents,وكلاء مبيعات الإعلانات
Insurance Sales Agents,وكلاء مبيعات التأمين
"Securities, Commodities, and Financial Services Sales Agents",وكلاء مبيعات الأوراق المالية والسلع والخدمات المالية
Travel Agents,وكلاء السفر
"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",مندوبو مبيعات الخدمات، باستثناء الإعلانات والتأمين والخدمات المالية والسفر
"Sales Representatives, Wholesale and Manufacturing",مندوبو المبيعات والبيع بالجملة والتصنيع
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",مندوبو المبيعات، البيع بالجملة والتصنيع، المنتجات التقنية والعلمية
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",مندوبو المبيعات والجملة والتصنيع، باستثناء المنتجات التقنية والعلمية
Other Sales and Related Workers,المبيعات الأخرى والعمال ذات الصلة
"Models, Demonstrators, and Product Promoters",النماذج والعروض التوضيحية ومروجو المنتجات
Demonstrators and Product Promoters,المتظاهرون ومروجو المنتجات
Models,نماذج
Real Estate Brokers and Sales Agents,الوسطاء العقاريون ووكلاء المبيعات
Real Estate Brokers,الوسطاء العقاريون
Real Estate Sales Agents,وكلاء المبيعات العقارية
Sales Engineers,مهندسو المبيعات
Telemarketers,المسوقون عبر الهاتف
Miscellaneous Sales and Related Workers,المبيعات المتنوعة والعمال ذوي الصلة
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",عمال المبيعات من الباب إلى الباب والأخبار والباعة المتجولون والعمال ذوو الصلة
"Sales and Related Workers, All Other",المبيعات والعمال ذات الصلة، كل شيء آخر
Office and Administrative Support Occupations,وظائف المكتب والدعم الإداري
First-Line Supervisors of Office and Administrative Support Workers,مشرفو الخط الأول للمكاتب والعاملين في مجال الدعم الإداري
Communications Equipment Operators,مشغلي معدات الاتصالات
"Switchboard Operators, Including Answering Service",مشغلو لوحة التبديل، بما في ذلك خدمة الرد على المكالمات
Telephone Operators,مشغلي الهاتف
"Communications Equipment Operators, All Other",مشغلي معدات الاتصالات، جميع الأجهزة الأخرى
Financial Clerks,الكتبة الماليون
Bill and Account Collectors,جامعي الفواتير والحسابات
Billing and Posting Clerks,كتبة الفواتير والنشر
"Bookkeeping, Accounting, and Auditing Clerks",مسك الدفاتر والمحاسبة ومراجعة الحسابات
Gambling Cage Workers,عمال قفص القمار
Payroll and Timekeeping Clerks,كشوف المرتبات وضبط الوقت
Procurement Clerks,كتبة المشتريات
Tellers,فرز الاصوات
"Financial Clerks, All Other",الكتبة الماليون، كل ما عدا ذلك
Information and Record Clerks,كتبة المعلومات والسجلات
Brokerage Clerks,كتبة الوساطة
Correspondence Clerks,كتبة المراسلات
"Court, Municipal, and License Clerks",كتبة المحاكم والبلديات والتراخيص
"Credit Authorizers, Checkers, and Clerks",مفوضو الائتمان ولعبة الداما والكتبة
Customer Service Representatives,ممثلو خدمة العملاء
"Eligibility Interviewers, Government Programs",مقابلات الأهلية، البرامج الحكومية
File Clerks,كتبة الملفات
"Hotel, Motel, and Resort Desk Clerks",كتبة مكتب الفنادق والموتيلات والمنتجعات
"Interviewers, Except Eligibility and Loan",المحاورون، باستثناء الأهلية والقرض
"Library Assistants, Clerical",مساعدو المكتبات، كتابيون
Loan Interviewers and Clerks,محاورو القروض والكتبة
New Accounts Clerks,كتبة الحسابات الجدد
Order Clerks,ترتيب الكتبة
"Human Resources Assistants, Except Payroll and Timekeeping",مساعدو الموارد البشرية، باستثناء كشوف المرتبات وضبط الوقت
Receptionists and Information Clerks,موظفو الاستقبال وموظفو المعلومات
Reservation and Transportation Ticket Agents and Travel Clerks,وكلاء تذاكر الحجز والنقل وكتبة السفر
"Information and Record Clerks, All Other",كتبة المعلومات والسجلات، كل ما عدا ذلك
"Material Recording, Scheduling, Dispatching, and Distributing Workers",تسجيل المواد وجدولتها وإرسالها وتوزيعها للعمال
Cargo and Freight Agents,وكلاء الشحن والبضائع
Couriers and Messengers,السعاة والرسل
Dispatchers,المرسلون
Public Safety Telecommunicators,أجهزة الاتصالات السلكية واللاسلكية للسلامة العامة
"Dispatchers, Except Police, Fire, and Ambulance",المرسلون، باستثناء الشرطة والإطفاء والإسعاف
"Meter Readers, Utilities",قارئات العدادات ، المرافق
Postal Service Workers,عمال الخدمات البريدية
Postal Service Clerks,كتبة الخدمات البريدية
Postal Service Mail Carriers,شركات نقل بريد الخدمات البريدية
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",أجهزة فرز بريد الخدمات البريدية ومعالجاتها ومشغلي آلات المعالجة
"Production, Planning, and Expediting Clerks",الإنتاج والتخطيط وتسريع الكتبة
"Shipping, Receiving, and Inventory Clerks",كتبة الشحن والاستلام والمخزون
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",أجهزة القياس وأجهزة القياس ولعبة الداما وأجهزة أخذ العينات وحفظ السجلات
Secretaries and Administrative Assistants,السكرتارية والمساعدون الإداريون
Executive Secretaries and Executive Administrative Assistants,الأمناء التنفيذيون والمساعدون الإداريون التنفيذيون
Legal Secretaries and Administrative Assistants,الأمناء القانونيون والمساعدون الإداريون
Medical Secretaries and Administrative Assistants,السكرتارية الطبية والمساعدون الإداريون
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",السكرتارية والمساعدين الإداريين، باستثناء القانونيين والطبيين والتنفيذيين
Other Office and Administrative Support Workers,عمال المكاتب والدعم الإداري الآخرون
Data Entry and Information Processing Workers,عمال إدخال البيانات ومعالجة المعلومات
Data Entry Keyers,مفاتيح إدخال البيانات
Word Processors and Typists,معالجو النصوص والطابعون
Desktop Publishers,الناشرون المكتبيون
Insurance Claims and Policy Processing Clerks,مطالبات التأمين وكتبة معالجة البوليصة
"Mail Clerks and Mail Machine Operators, Except Postal Service",كتبة البريد ومشغلي آلات البريد، باستثناء الخدمة البريدية
"Office Clerks, General",كتبة المكاتب، عام
"Office Machine Operators, Except Computer",مشغلي الآلات المكتبية، باستثناء الكمبيوتر
Proofreaders and Copy Markers,المدققون اللغويون وعلامات النسخ
Statistical Assistants,المساعدون الإحصائيون
"Office and Administrative Support Workers, All Other",موظفو المكاتب والدعم الإداري، جميع الجهات الأخرى
"Farming, Fishing, and Forestry Occupations",مهن الزراعة وصيد الأسماك والغابات
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",مشرفو الخط الأول على عمال الزراعة وصيد الأسماك والغابات
Agricultural Workers,العمال الزراعيون
Agricultural Inspectors,المفتشون الزراعيون
Animal Breeders,مربي الحيوانات
"Graders and Sorters, Agricultural Products","ممهدات وفرز, منتجات زراعية"
Miscellaneous Agricultural Workers,عمال زراعيون متنوعون
Agricultural Equipment Operators,مشغلو المعدات الزراعية
"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",عمال المزارع والعمال والمحاصيل والحضانة والدفيئة
"Farmworkers, Farm, Ranch, and Aquacultural Animals",عمال المزارع والمزارع والمزرعة تربية الأحياء المائية
"Agricultural Workers, All Other",العمال الزراعيون، كل ما عدا ذلك
"Forest, Conservation, and Logging Workers",عمال الغابات والحفظ وقطع الأشجار
Forest and Conservation Workers,عمال الغابات والحفاظ عليها
Logging Workers,عمال تسجيل الدخول
Fallers,الساقطون
Logging Equipment Operators,مشغلي معدات قطع الأشجار
Log Graders and Scalers,سجل ممهدات ومقاييس
"Logging Workers, All Other",عمال قطع الأشجار، كل ما عدا ذلك
Construction and Extraction Occupations,مهن البناء والاستخراج
First-Line Supervisors of Construction Trades and Extraction Workers,مشرفو الخط الأول على مهن البناء وعمال الاستخراج
Construction Trades Workers,عمال مهن البناء
Boilermakers,صانعو الغلايات
"Brickmasons, Blockmasons, and Stonemasons",البناء ، Blockmasons ، و Stonemasons
Brickmasons and Blockmasons,البناء والبنائين
Stonemasons,الحجارة
Carpenters,النجارين
"Carpet, Floor, and Tile Installers and Finishers",السجاد والأرضيات والبلاط المثبتات والتشطيبات
Carpet Installers,مثبتات السجاد
"Floor Layers, Except Carpet, Wood, and Hard Tiles",طبقات الأرضيات، باستثناء السجاد والخشب والبلاط الصلب
Floor Sanders and Finishers,ساندرز الأرضية والتشطيبات
Tile and Stone Setters,واضعو البلاط والحجر
"Cement Masons, Concrete Finishers, and Terrazzo Workers",عمال البناء الأسمنتي وتشطيبات الخرسانة وعمال تيرازو
Cement Masons and Concrete Finishers,عمال البناء الأسمنتي والتشطيبات الخرسانية
Terrazzo Workers and Finishers,عمال وعمال تيرازو وعمال التشطيبات
Construction Laborers,عمال البناء
Construction Equipment Operators,مشغلي معدات البناء
"Paving, Surfacing, and Tamping Equipment Operators",مشغلي معدات الرصف والتسطيح والدك
Pile Driver Operators,مشغلي برنامج تشغيل كومة
Operating Engineers and Other Construction Equipment Operators,مهندسو التشغيل ومشغلو معدات البناء الآخرون
"Drywall Installers, Ceiling Tile Installers, and Tapers",مثبتات دريوال ، مثبتات بلاط السقف ، و tappers
Drywall and Ceiling Tile Installers,دريوال وبلاط السقف المثبتات
Tapers,الأشرطة
Electricians,الكهربائيين
Glaziers,الزجاجيات
Insulation Workers,عمال العزل
"Insulation Workers, Floor, Ceiling, and Wall",عمال العزل والأرضيات والسقف والجدران
"Insulation Workers, Mechanical","عمال العزل, ميكانيكي"
Painters and Paperhangers,الرسامون وشماعات الورق
"Painters, Construction and Maintenance",الرسامين والبناء والصيانة
Paperhangers,الشماعات الورقية
"Pipelayers, Plumbers, Pipefitters, and Steamfitters","Pipelayers, Plumbers, Pipefitters, and Steamfittters"
Pipelayers,طبقات الأنابيب
"Plumbers, Pipefitters, and Steamfitters",السباكين ، Pipefitters ، و Steamfittters
Plasterers and Stucco Masons,الجص والجص الماسوني
Reinforcing Iron and Rebar Workers,حديد التسليح وحديد التسليح العمال
Roofers,الأسطح
Sheet Metal Workers,عمال الصفائح المعدنية
Structural Iron and Steel Workers,عمال الحديد والصلب الهيكلي
Solar Photovoltaic Installers,تركيب الطاقة الشمسية الكهروضوئية
"Helpers, Construction Trades",مساعدون، مهن البناء
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",المساعدون - البناء ، البنائون ، الحجارة ، واضعو البلاط والرخام
Helpers--Carpenters,مساعدون--نجارون
Helpers--Electricians,مساعدون--كهربائيون
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",المساعدون - الرسامون ، شماعات الورق ، الجص ، والماسونيون الجص
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",المساعدون - عمال الأنابيب والسباكون وعمال الأنابيب وعمال البخار
Helpers--Roofers,مساعدون--- أسقف
"Helpers, Construction Trades, All Other",مساعدون، مهن البناء، كل ما عدا ذلك
Other Construction and Related Workers,عمال البناء الآخرون والعمال ذوو الصلة
Construction and Building Inspectors,مفتشو التشييد والبناء
Elevator and Escalator Installers and Repairers,تركيب وإصلاح المصاعد والسلالم المتحركة
Fence Erectors,نصب السياج
Hazardous Materials Removal Workers,عمال إزالة المواد الخطرة
Highway Maintenance Workers,عمال صيانة الطرق السريعة
Rail-Track Laying and Maintenance Equipment Operators,مشغلي معدات وضع وصيانة مسارات السكك الحديدية
Septic Tank Servicers and Sewer Pipe Cleaners,عمال صيانة خزانات الصرف الصحي ومنظفات أنابيب الصرف الصحي
Miscellaneous Construction and Related Workers,البناء المتنوع والعمال ذوي الصلة
Extraction Workers,عمال الاستخراج
"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",ديريك ، الحفر الروتاري ، ومشغلي وحدات الخدمة ، النفط والغاز
